"[0.012713323048502447, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0, 0, 0, 0.011912819880826446, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0.02526448337987067]","1"
"[0, 0, 0, 0.010404072477401143, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0.015314651539864253]","2"
"[0.009693450038419408, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","1"
"[0, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0.01824500046113506]","2"
"[0.030964167002987885, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.0022116917252850746, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.01625292314188011, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.02526448337987067, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447]","3"
"[0.0014434231182875565, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.011143473924469648, 0, 0, 0]","0"
"[0.01625292314188011, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0]","0"
"[0.030964167002987885, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356]","3"
"[0.014412899376820356, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.020401696543677805, 0, 0, 0.0193019462432446, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.020401696543677805, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.03417193346614951, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.009693450038419408, 0, 0, 0]","2"
"[0.020401696543677805, 0, 0, 0.015314651539864253, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.054653124370718745, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0]","2"
"[0.008354105232649203, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.02154598487310283, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.013546245241911777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.02397546352601976, 0, 0, 0.003943936940087475, 0, 0, 0, 0, 0, 0, 0, 0, 0.03417193346614951, 0, 0, 0]","2"
"[0.02397546352601976, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","2"
"[0.028001246604302456, 0, 0, 0.028001246604302456, 0, 0, 0, 0, 0, 0, 0, 0, 0.020401696543677805, 0, 0, 0]","2"
"[0.01625292314188011, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.015314651539864253, 0, 0, 0]","1"
"[0.028001246604302456, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.020401696543677805, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.03417193346614951, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0.02526448337987067]","1"
"[0.01824500046113506, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","1"
"[0.054653124370718745, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","3"
"[0.020401696543677805, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.01824500046113506, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.022736614946440865, 0, 0, 0.0193019462432446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.054653124370718745, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","3"
"[0.054653124370718745, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","3"
"[0.020401696543677805, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","1"
"[0.054653124370718745, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","3"
"[0.022736614946440865, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","1"
"[0.030964167002987885, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.030964167002987885, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.03417193346614951, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","1"
"[0.03417193346614951, 0, 0, 0.015314651539864253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.028001246604302456, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.020401696543677805, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0.03417193346614951, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.02397546352601976, 0, 0, 0]","1"
"[0.005974305536248748, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0.02526448337987067]","2"
"[0.030964167002987885, 0, 0, 0.009693450038419408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","1"
"[0.01625292314188011, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.015314651539864253, 0, 0, 0]","1"
"[0.028001246604302456, 0, 0, 0.02397546352601976, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.01625292314188011, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.005974305536248748, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0.02526448337987067]","1"
"[0.011912819880826446, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","1"
"[0, 0, 0, 0.008354105232649203, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0.02526448337987067]","1"
"[0.011143473924469648, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356, 0, 0, 0]","1"
"[0.012713323048502447, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.012713323048502447, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356, 0, 0, 0]","2"
"[0.014412899376820356, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.01625292314188011, 0, 0, 0]","0"
"[0.026605706359830488, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.030964167002987885, 0, 0, 0.026605706359830488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02154598487310283]","3"
"[0.0193019462432446, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.03417193346614951, 0, 0, 0]","0"
"[0.02154598487310283, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.01625292314188011, 0, 0, 0]","0"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.01625292314188011, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.032536217539303504, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.012713323048502447, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.020401696543677805, 0, 0, 0]","0"
"[0.01824500046113506, 0, 0, 0.017229193158441826, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0.01824500046113506]","1"
"[0.022736614946440865, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0]","1"
"[0.01625292314188011, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","1"
"[0.014412899376820356, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.014412899376820356, 0, 0, 0.02397546352601976, 0, 0, 0, 0, 0, 0, 0, 0, 0.01625292314188011, 0, 0, 0]","0"
"[0.012713323048502447, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.01625292314188011, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.02154598487310283, 0, 0, 0]","0"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0]","0"
"[0.012713323048502447, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.017229193158441826, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","1"
"[0.020401696543677805, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01625292314188011]","2"
"[0.02154598487310283, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0]","1"
"[0.014412899376820356, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0]","0"
"[0.020401696543677805, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447]","2"
"[0.020401696543677805, 0, 0, 0.009693450038419408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1"
"[0.003943936940087475, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.01625292314188011, 0, 0, 0]","1"
"[0.028001246604302456, 0, 0, 0.008354105232649203, 0, 0, 0, 0, 0, 0, 0, 0, 0.020401696543677805, 0, 0, 0]","0"
"[0.030964167002987885, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.03417193346614951, 0, 0, 0.01824500046113506]","3"
"[0.022736614946440865, 0, 0, 0.013546245241911777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506]","2"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.01824500046113506, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0"
"[0, 0, 0, 0.005974305536248748, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0.020401696543677805]","3"
"[0.005974305536248748, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.008354105232649203, 0, 0, 0.007116991467833955, 0, 0, 0, 0, 0, 0, 0, 0, 0.020401696543677805, 0, 0, 0]","0"
"[0.01824500046113506, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.0022116917252850746, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.01625292314188011, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.015314651539864253, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0]","0"
"[0.020401696543677805, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.03417193346614951, 0, 0, 0.009693450038419408, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0]","0"
"[0.008354105232649203, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506]","0"
"[0.02526448337987067, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.020401696543677805]","2"
"[0.020401696543677805, 0, 0, 0.015314651539864253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01625292314188011]","0"
"[0.012713323048502447, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0]","0"
"[0.01824500046113506, 0, 0, 0.017229193158441826, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0.022736614946440865]","2"
"[0.02526448337987067, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.008354105232649203, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.02526448337987067, 0, 0, 0.0193019462432446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02154598487310283]","0"
"[0.0049188398423254676, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0193019462432446]","2"
"[0.0049188398423254676, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.02526448337987067, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0.022736614946440865]","2"
"[0.0193019462432446, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356]","1"
"[0.012713323048502447, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506]","1"
"[0.013546245241911777, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.014412899376820356, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0.02397546352601976]","1"
"[0.022736614946440865, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.012713323048502447, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.008354105232649203, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.009693450038419408, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","0"
"[0.009693450038419408, 0, 0, 0.02397546352601976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0193019462432446]","1"
"[0.014412899376820356, 0, 0, 0.02397546352601976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","0"
"[0.02154598487310283, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.01625292314188011, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447]","0"
"[0.005974305536248748, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067]","0"
"[0.009693450038419408, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.03587389312427119, 0, 0, 0.02397546352601976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865]","1"
"[0.017229193158441826, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.01625292314188011, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506]","0"
"[0.02526448337987067, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.003943936940087475, 0, 0, 0.017229193158441826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.015314651539864253, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456]","0"
"[0.01824500046113506, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.030964167002987885, 0, 0, 0.017229193158441826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3"
"[0.01824500046113506, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3"
"[0.020401696543677805, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.02526448337987067, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.02397546352601976, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.015314651539864253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","2"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.02397546352601976, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.020401696543677805, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.017229193158441826, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0]","1"
"[0.020401696543677805, 0, 0, 0.017229193158441826, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.01824500046113506, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.0193019462432446, 0, 0, 0.02526448337987067, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.014412899376820356, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.020401696543677805, 0, 0, 0]","1"
"[0.009693450038419408, 0, 0, 0.030964167002987885, 0, 0, 0, 0, 0, 0, 0, 0, 0.02154598487310283, 0, 0, 0]","0"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0]","1"
"[0.01824500046113506, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.02526448337987067, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.026605706359830488, 0, 0, 0]","0"
"[0.022736614946440865, 0, 0, 0.011143473924469648, 0, 0, 0, 0, 0, 0, 0, 0, 0.017229193158441826, 0, 0, 0]","0"
"[0.01824500046113506, 0, 0, 0.0193019462432446, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0]","1"
"[0.032536217539303504, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.014412899376820356, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.022736614946440865, 0, 0, 0.028001246604302456, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.02154598487310283, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.0193019462432446, 0, 0, 0.012713323048502447, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.012713323048502447, 0, 0, 0]","0"
"[0.0193019462432446, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.032536217539303504, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.0193019462432446, 0, 0, 0]","1"
"[0.014412899376820356, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506, 0, 0, 0]","0"
"[0.026605706359830488, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356, 0, 0, 0]","1"
"[0.02526448337987067, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.022736614946440865, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","1"
"[0.030964167002987885, 0, 0, 0.022736614946440865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014412899376820356]","3"
"[0.022736614946440865, 0, 0, 0.014412899376820356, 0, 0, 0, 0, 0, 0, 0, 0, 0.022736614946440865, 0, 0, 0]","0"
"[0.030964167002987885, 0, 0, 0.02397546352601976, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0.022736614946440865]","3"
"[0, 0, 0, 0.01625292314188011, 0, 0, 0, 0, 0, 0, 0, 0, 0.028001246604302456, 0, 0, 0.01625292314188011]","3"
"[0.02397546352601976, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.030964167002987885, 0, 0, 0]","0"
"[0, 0, 0, 0.01824500046113506, 0, 0, 0, 0, 0, 0, 0, 0, 0.02526448337987067, 0, 0, 0.026605706359830488]","3"
"[0.030964167002987885, 0, 0, 0.032536217539303504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506]","3"
"[0.02154598487310283, 0, 0, 0.020401696543677805, 0, 0, 0, 0, 0, 0, 0, 0, 0.017229193158441826, 0, 0, 0]","0"
"[0.030964167002987885, 0, 0, 0.02154598487310283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01824500046113506]","3"
